episode,full_coverage,coverage,coverage_percent,steps,total_reward
67,False,0.9545454545454546,95.45454545454545,200,-98.04545454545438
68,False,0.7727272727272727,77.27272727272727,200,-102.13636363636343
69,False,0.9090909090909091,90.9090909090909,200,-99.06818181818164
70,False,0.8181818181818182,81.81818181818183,200,-104.11363636363613
71,False,0.7272727272727273,72.72727272727273,200,-105.15909090909066
72,False,0.36363636363636365,36.36363636363637,200,-146.3409090909086
73,False,0.5909090909090909,59.09090909090909,200,-114.72727272727239
74,False,0.7727272727272727,77.27272727272727,200,-100.63636363636344
75,False,0.7727272727272727,77.27272727272727,200,-106.63636363636338
76,False,0.9090909090909091,90.9090909090909,200,-109.56818181818157
77,False,0.8181818181818182,81.81818181818183,200,-101.61363636363615
78,False,0.5,50.0,200,-111.27272727272698
79,False,0.5454545454545454,54.54545454545454,200,-200.74999999999937
80,False,0.6818181818181818,68.18181818181817,200,-105.68181818181795
81,False,0.36363636363636365,36.36363636363637,200,-114.84090909090877
82,False,0.5909090909090909,59.09090909090909,200,-106.72727272727248
83,False,0.8181818181818182,81.81818181818183,200,-101.61363636363616
84,False,0.4090909090909091,40.909090909090914,200,-207.81818181818116
85,False,0.7272727272727273,72.72727272727273,200,-110.65909090909062
86,False,0.9090909090909091,90.9090909090909,200,-102.06818181818161
87,False,0.8181818181818182,81.81818181818183,200,-104.61363636363613
88,False,0.8181818181818182,81.81818181818183,200,-105.61363636363613
89,False,0.6363636363636364,63.63636363636363,200,-108.20454545454518
90,False,0.7727272727272727,77.27272727272727,200,-106.63636363636338
91,False,0.9090909090909091,90.9090909090909,200,-108.06818181818159
92,False,0.8181818181818182,81.81818181818183,200,-106.61363636363612
93,False,0.7727272727272727,77.27272727272727,200,-117.13636363636327
94,False,0.8636363636363636,86.36363636363636,200,-107.59090909090884
95,False,0.36363636363636365,36.36363636363637,200,-168.34090909090853
96,True,1.0,100.0,67,-10.722727272727287
97,False,0.5454545454545454,54.54545454545454,200,-110.24999999999972
98,False,0.8181818181818182,81.81818181818183,200,-105.61363636363612
99,False,0.9090909090909091,90.9090909090909,200,-101.56818181818161
100,False,0.9090909090909091,90.9090909090909,200,-100.06818181818163
